This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network
"226527","OLIVE BRANCH",-89.8472,34.9356,88,"COOP"
"226638","P HARRISON A",-88.7097,32.0339,66,"COOP"
"226894","PHILADELPHIA",-89.1300,32.7692,126,"COOP"
"227111","PONTOTOC EXP",-88.9983,34.1381,123,"COOP"
"227128","POPLARVILLE",-89.5453,30.8408,95,"COOP"
"227132","PORT GIBSON",-90.9719,31.9850,37,"COOP"
"227276","RALEIGH 6 N",-89.5539,32.1419,131,"COOP"
"227560","ROLLING FORK",-90.8853,32.8978,32,"COOP"
"227815","SARDIS DAM",-89.7903,34.3961,70,"COOP"
"228374","STATE UNIVER",-88.7822,33.4692,56,"COOP"
"228445","STONEVILLE E",-90.9108,33.4311,39,"COOP"
"228998","TUNICA 2 N",-90.3683,34.7281,57,"COOP"
"229004","TUPELO 2",-88.7658,34.2650,107,"COOP"
"229079","UNIVERSITY",-89.5358,34.3803,116,"COOP"
"229173","VERONA EXPER",-88.7167,34.2000,99,"COOP"
"229230","VICKSBURG CI",-90.8750,32.3850,24,"COOP"
"229439","WAYNESBORO 2",-88.6708,31.6775,61,"COOP"
"229743","WINONA 5 E",-89.6353,33.4881,119,"COOP"
"229860","YAZOO CITY 5",-90.3817,32.9028,33,"COOP"
"230051","ALBANY",-94.3308,40.2486,267,"COOP"
"230127","ALTON 6 SE",-91.3044,36.6300,247,"COOP"
"230143","AMITY 4 NE",-94.3600,39.8914,274,"COOP"
"230163","ANDERSON 3W",-94.4853,36.6450,338,"COOP"
"230204","APPLETON CIT",-94.0281,38.1869,260,"COOP"
"230304","ASH GROVE",-93.5853,37.3131,305,"COOP"
"230368","AVA 12 SW",-92.8514,36.8753,344,"COOP"
"230542","BELLEVIEW 4",-90.6944,37.6458,391,"COOP"
"230608","BETHANY",-94.0269,40.2575,289,"COOP"
"230789","BOLIVAR 1 NE",-93.3911,37.6167,315,"COOP"
"230824","BOONVILLE 4S",-92.8103,38.9392,214,"COOP"
"230856","BOWLING GREE",-91.2594,39.3839,241,"COOP"
"230887","BRANSON AP",-93.1969,36.5258,397,"COOP"
"230980","BROOKFIELD",-93.0594,39.7650,234,"COOP"
"231037","BRUNSWICK",-93.1303,39.4242,198,"COOP"
"231087","BUFFALO 2 N",-93.1067,37.6667,331,"COOP"
"231145","BUTLER 4W",-94.4050,38.2611,241,"COOP"
"231189","CALIFORNIA",-92.5731,38.6286,265,"COOP"
"231275","CANTON L AND",-91.5158,40.1433,149,"COOP"
"231340","CARROLLTON",-93.4886,39.3594,215,"COOP"
"231580","CHILLICOTHE",-93.5592,39.7850,212,"COOP"
"231640","CLARKSVILLE",-90.9053,39.3731,140,"COOP"
"231711","CLINTON",-93.7711,38.3950,235,"COOP"
"231748","COLE CAMP 3N",-93.2556,38.4844,307,"COOP"
"231822","CONCEPTION",-94.6833,40.2394,338,"COOP"
"231924","COSBY 2 W",-94.7078,39.8536,277,"COOP"
"232240","DIAMOND 2 W",-94.3519,36.9858,326,"COOP"
"232289","DONIPHAN",-90.8125,36.6206,101,"COOP"
"232302","DORA",-92.2328,36.7797,302,"COOP"
"232318","DOWNING",-92.3636,40.4822,265,"COOP"
"232511","ELDORADO SPR",-94.0156,37.8639,280,"COOP"
"232568","ELM",-94.0353,38.8681,259,"COOP"
"232619","EMINENCE 1 N",-91.3589,37.1561,195,"COOP"
"232850","FESTUS",-90.3981,38.2306,183,"COOP"
"232981","FORT LEONARD",-92.1000,37.7500,335,"COOP"
"233038","FREDERICKTOW",-90.3086,37.5739,219,"COOP"
"233079","FULTON",-91.9300,38.8581,265,"COOP"
"233094","GALENA",-93.4661,36.8042,319,"COOP"
"233375","GRANT CITY 5",-94.4978,40.4639,332,"COOP"
"233416","GREEN CITY",-92.9492,40.3503,277,"COOP"
"233568","HAMILTON 2 W",-94.0347,39.7425,274,"COOP"
"233601","HANNIBAL WAT",-91.3719,39.7233,217,"COOP"
"233838","HIGGINSVILLE",-93.7075,39.0733,255,"COOP"
"234019","HOUSTON 1 NE",-91.9483,37.3411,394,"COOP"
"234154","INDEPENDENCE",-94.3861,39.0647,300,"COOP"
"234192","ISABELLA",-92.6114,36.5847,290,"COOP"
"234226","JACKSON",-89.6678,37.3781,134,"COOP"
"234271","JEFFERSON CI",-92.1833,38.5833,204,"COOP"
"234382","KEARNEY 2 W",-94.4081,39.3428,250,"COOP"
"234544","KIRKSVILLE",-92.5747,40.2058,296,"COOP"
"234705","LAMAR",-94.2697,37.4994,299,"COOP"
"234825","LEBANON 2 W",-92.6936,37.6850,367,"COOP"
"234911","LEXINGTON 2S",-93.8906,39.1569,264,"COOP"
"234919","LICKING 4 N",-91.8831,37.5544,360,"COOP"
"234982","LINNEUS 3 SE",-93.1486,39.8581,253,"COOP"
"235027","LOCKWOOD",-93.9489,37.3908,326,"COOP"
"235207","MALDEN MUNIC",-89.9894,36.5994,88,"COOP"
"235227","MANSFIELD",-92.5789,37.1089,463,"COOP"
"235307","MARSHFIELD",-92.9097,37.3381,454,"COOP"
"235340","MARYVILLE 2",-94.8342,40.3458,300,"COOP"
"235492","MEMPHIS",-92.1667,40.4608,235,"COOP"
"235671","MOBERLY",-92.4369,39.4194,262,"COOP"
"235704","MONETT 4 SW",-93.9619,36.8619,421,"COOP"
"235708","MONROE CITY",-91.7333,39.6500,219,"COOP"
"235834","MOUNTAIN GRO",-92.2636,37.1528,442,"COOP"
"235976","NEOSHO",-94.3600,36.8639,308,"COOP"
"235987","NEVADA WATER",-94.3733,37.8394,250,"COOP"
"236012","NEW FRANKLIN",-92.7558,39.0172,195,"COOP"
"236357","OREGON",-95.1464,39.9808,319,"COOP"
"236452","OZARK",-93.2339,37.0194,346,"COOP"
"236460","OZARK BEACH",-93.1261,36.6597,213,"COOP"
"236641","PERRYVILLE W",-89.9200,37.7342,153,"COOP"
"236777","POMME DE TER",-93.3169,37.9050,274,"COOP"
"236791","POPLAR BLUFF",-90.4056,36.7578,113,"COOP"
"236826","POTOSI 5 SW",-90.8600,37.8908,314,"COOP"
"236866","PRINCETON",-93.5839,40.3986,299,"COOP"
"236874","PROTEM 4 NE",-92.8272,36.5667,305,"COOP"
"237051","RAYMORE",-94.4436,38.7983,317,"COOP"
"237116","RICHMOND 3 S",-93.9700,39.2422,213,"COOP"
"237263","ROLLA UNI OF",-91.7758,37.9572,356,"COOP"
"237300","ROSEBUD",-91.3756,38.4506,213,"COOP"
"237309","ROUND SPRING",-91.4278,37.2597,249,"COOP"
"237397","ST CHARLES E",-90.5169,38.8147,142,"COOP"
"237398","ST CHARLES 7",-90.5231,38.6856,137,"COOP"
"237452","ST LOUIS SCI",-90.2706,38.6314,150,"COOP"
"237475","ST PETERS 2",-90.6106,38.7556,169,"COOP"
"237506","SALEM",-91.5364,37.6331,366,"COOP"
"237514","SALISBURY",-92.8106,39.4247,223,"COOP"
"237578","SAVERTON LOC",-91.2494,39.6361,144,"COOP"
"237632","SEDALIA WATE",-93.2228,38.6753,238,"COOP"
"237720","SHELBINA",-92.0456,39.6989,226,"COOP"
"237772","SIKESTON POW",-89.6231,36.8775,94,"COOP"
"237963","SPICKARD 7 W",-93.7158,40.2472,267,"COOP"
"238051","STEFFENVILLE",-91.8872,39.9714,210,"COOP"
"238184","SUMMERSVILLE",-91.6533,37.1778,360,"COOP"
"238444","TRENTON",-93.6086,40.0825,255,"COOP"
"238523","UNIONVILLE",-93.0031,40.4750,323,"COOP"
"238577","VANDALIA",-91.4833,39.3167,233,"COOP"
"238583","VANZANT 5E",-92.2058,36.9858,342,"COOP"
"238725","WARRENTON 1",-91.1386,38.8350,252,"COOP"
"238740","WASHBURN 5 W",-94.0539,36.5750,427,"COOP"
"238746","WASHINGTON",-90.9719,38.5425,149,"COOP"
"238754","WASOLA",-92.5711,36.7922,393,"COOP"
"238770","WAVERLY 3 W",-93.5211,39.2106,268,"COOP"
"238777","WAYNESVILLE",-92.2319,37.8133,271,"COOP"
"238805","WELDON SPRIN",-90.6828,38.6989,178,"COOP"
"238880","WEST PLAINS",-91.8347,36.7425,308,"COOP"
"239034","WINDSOR #2",-93.5314,38.5331,267,"COOP"
"239056","WINONA FORES",-91.3333,37.0000,303,"COOP"
"240075","ALBERTON",-114.4781,47.0036,933,"COOP"
"240111","ALDER 19S",-112.0856,45.0961,1752,"COOP"
"241081","BRADY 27 ENE",-111.2597,48.0750,1032,"COOP"
"241102","BRIDGER 2 N",-108.9092,45.3261,1092,"COOP"
"241342","BYNUM 4 SSE",-112.3000,47.9333,1226,"COOP"
"241692","CHESTER",-110.9661,48.5075,955,"COOP"
"241722","CHINOOK",-109.2256,48.5883,738,"COOP"
"241730","CHINOOK 35 S",-109.0044,48.1731,1024,"COOP"
"241738","CHOTEAU 8NE",-112.0222,47.8642,1140,"COOP"
"241905","COLSTRIP",-106.6336,45.8944,981,"COOP"
"242104","CRESTON",-114.1342,48.1889,896,"COOP"
"242347","DENTON",-109.9372,47.3181,1100,"COOP"
"242421","DIVIDE",-112.7547,45.7511,1631,"COOP"
"242550","DUNKIRK 19 N",-111.4747,48.7167,1013,"COOP"
"242629","EAST GLACIER",-113.2239,48.4469,1465,"COOP"
"242738","ELLISTON",-112.4342,46.5631,1548,"COOP"
"242857","FAIRFIELD",-111.9856,47.6153,1214,"COOP"
"243110","FORT ASSINNI",-109.7972,48.4983,796,"COOP"
"243113","FORT BENTON",-110.6747,47.8106,803,"COOP"
"243486","GIBSON 2 NE",-109.4939,46.0400,1361,"COOP"
"243885","HAMILTON",-114.1611,46.2383,1110,"COOP"
"243934","HARLEM 20 S",-108.6775,48.2383,821,"COOP"
"243939","HARLOWTON",-109.8306,46.4331,1269,"COOP"
"243947","HARLOWTON 11",-109.9475,46.5775,1403,"COOP"
"243984","HAUGAN 1 W",-115.4225,47.3889,963,"COOP"
"244174","HINGHAM 12 N",-110.4550,48.7261,899,"COOP"
"244297","HOT SPRINGS",-114.6833,47.6000,884,"COOP"
"244345","HUNTLEY EXPE",-108.2444,45.9228,925,"COOP"
"244364","HYSHAM 25 SS",-107.1375,45.9353,945,"COOP"
"244506","JOLIET",-108.9736,45.4892,1151,"COOP"
"244522","JORDAN",-106.9103,47.3144,799,"COOP"
"244538","JUDITH GAP",-109.7525,46.6764,1396,"COOP"
"244545","JUDITH GAP 1",-109.4900,46.6661,1554,"COOP"
"244896","LAURIN 2NE",-112.0967,45.3681,1584,"COOP"
"244954","LENNEP 5 SW",-110.6003,46.3619,1707,"COOP"
"244978","LEWISTOWN 11",-109.4114,46.9056,1513,"COOP"
"244979","LEWISTOWN 11",-109.2261,47.0111,1533,"COOP"
"245011","LIBBY DAM (B",-115.3181,48.4100,643,"COOP"
"245123","LOGAN LANDFI",-111.4164,45.8814,1293,"COOP"
"245153","LOMA 1 WNW",-110.5308,47.9442,786,"COOP"
"245338","MALTA 7 E",-107.7286,48.3939,680,"COOP"
"245340","MALTA 35 S",-107.9556,47.8417,794,"COOP"
"245572","MEDICINE LAK",-104.4514,48.4828,592,"COOP"
"245668","MILDRED 5 N",-104.9619,46.7614,757,"COOP"
"245761","MOCCASIN EXP",-109.9514,47.0575,1285,"COOP"
"246218","OLNEY",-114.5739,48.5497,965,"COOP"
"246586","PLENTYWOOD",-104.5561,48.7789,629,"COOP"
"246647","POMPEYS PILL",-108.0261,46.2167,1056,"COOP"
"247159","ROGERS PASS",-112.2906,47.1900,1280,"COOP"
"247220","ROUNDUP 15 S",-108.7403,46.3256,1032,"COOP"
"247247","RUDYARD 19 S",-110.6019,48.2783,877,"COOP"
"247248","RUDYARD 21 N",-110.5961,48.8542,914,"COOP"
"247263","RYEGATE 18 N",-109.3442,46.5333,1353,"COOP"
"247265","SACO 1 NNW",-107.3528,48.4661,666,"COOP"
"247500","SHELBY",-111.8553,48.5042,1013,"COOP"
"247978","SUMMIT",-113.3542,48.3164,1595,"COOP"
"248087","SWAN LAKE",-113.8394,47.9203,975,"COOP"
"248165","TERRY",-105.3022,46.7939,685,"COOP"
"248239","TIZER GARDEN",-112.0225,46.3731,1424,"COOP"
"248363","TRIDENT",-111.4747,45.9469,1230,"COOP"
"248395","TROY 18 N",-115.8833,48.7167,828,"COOP"
"248777","WESTBY",-104.0500,48.8708,607,"COOP"
"248858","WEST YELLOWS",-111.0975,44.6617,2042,"COOP"
"248902","WHITEFISH",-114.3594,48.4078,945,"COOP"
"249240","YELLOWTAIL D",-107.9383,45.3128,1007,"COOP"
"249900","ZORTMAN",-108.5272,47.9178,1231,"COOP"
"250070","ALBION",-98.0033,41.6842,546,"COOP"
"250130","ALLIANCE 1 W",-102.8967,42.1103,1217,"COOP"
"250245","ANSELMO 2 SE",-99.8258,41.5975,794,"COOP"
"250355","ARNOLD",-100.1931,41.4242,838,"COOP"
"250365","ARTHUR",-101.6914,41.5697,1148,"COOP"
"250375","ASHLAND 2",-96.3775,41.0406,326,"COOP"
"250420","ATKINSON",-98.9783,42.5342,643,"COOP"
"250525","BARTLETT 4 S",-98.5494,41.8278,652,"COOP"
"250640","BEAVER CITY",-99.8278,40.1306,658,"COOP"
"250760","BENKELMAN",-101.5417,40.0536,922,"COOP"
"250865","BIG SPRINGS",-102.1469,41.0472,1036,"COOP"
"251149","BRIDGEPORT 1",-103.3678,41.5639,1265,"COOP"
"251189","BROADWATER 3",-102.9014,41.6111,1060,"COOP"
"251200","BROKEN BOW 2",-99.6750,41.4083,762,"COOP"
"251345","BURWELL",-99.1433,41.7769,663,"COOP"
"251361","BUSHNELL 15",-103.8769,41.0103,1576,"COOP"
"251365","BUTTE",-98.8511,42.9131,552,"COOP"
"251408","CALLAWAY 8WS",-100.0750,41.2519,896,"COOP"
"251415","CAMBRIDGE",-100.1433,40.2847,682,"COOP"
"251450","CANADAY STEA",-99.7008,40.6944,720,"COOP"
"251560","CENTRAL CITY",-98.0064,41.1156,517,"COOP"
"251575","CHADRON 1 SS",-103.0072,42.8161,1070,"COOP"
"251590","CHAMBERS",-98.7467,42.2031,649,"COOP"
"251602","CHAPPELL",-102.4717,41.0964,1134,"COOP"
"251684","CLAY CENTER",-98.0536,40.5208,533,"COOP"
"252000","CRESCENT LAK",-102.4372,41.7608,1164,"COOP"
"252020","CRETE",-96.9467,40.6194,437,"COOP"
"252065","CULBERTSON",-100.8300,40.2331,797,"COOP"
"252100","CURTIS 3 NNE",-100.4936,40.6742,829,"COOP"
"252145","DALTON",-102.9667,41.4092,1286,"COOP"
"252205","DAVID CITY",-97.1328,41.2492,491,"COOP"
"252560","EDISON",-99.7786,40.2783,646,"COOP"
"252595","ELGIN",-98.0747,41.9872,590,"COOP"
"252770","ERICSON 6 WN",-98.7842,41.7986,642,"COOP"
"252790","EUSTIS 2 NW",-100.0536,40.6864,820,"COOP"
"252820","FAIRBURY",-97.1714,40.1356,415,"COOP"
"252980","FORT CALHOUN",-96.0919,41.4467,399,"COOP"
"253015","FORT ROBINSO",-103.4683,42.6672,1158,"COOP"
"253037","FRANKLIN #2",-98.9486,40.0939,574,"COOP"
"253050","FREMONT",-96.4669,41.4300,360,"COOP"
"253065","FRIEND",-97.2778,40.6522,472,"COOP"
"253355","GORDON 6 N",-102.2036,42.8947,1128,"COOP"
"253425","GREELEY",-98.5336,41.5461,616,"COOP"
"253467","GRETNA 4NE",-96.1922,41.1586,378,"COOP"
"253515","HAIGLER",-101.9408,40.0136,998,"COOP"
"253595","HARLAN COUNT",-99.2133,40.0892,610,"COOP"
"253605","HARRISBURG 1",-103.9542,41.6331,1402,"COOP"
"253615","HARRISON",-103.8842,42.6858,1478,"COOP"
"253617","HARRISON 4 N",-103.9219,42.7433,1546,"COOP"
"253618","HARRISON 9 N",-103.7867,42.8003,1228,"COOP"
"253630","HARTINGTON",-97.2608,42.6161,418,"COOP"
"253652","HASKELL AGRI",-96.9575,42.3806,445,"COOP"
"253735","HEBRON",-97.5903,40.1750,451,"COOP"
"253755","HEMINGFORD",-103.0733,42.3208,1301,"COOP"
"253810","HERSHEY 5 SS",-100.9775,41.1056,900,"COOP"
"253910","HOLDREGE",-99.3625,40.4350,707,"COOP"
"254035","HOWELLS",-97.0031,41.7175,463,"COOP"
"254110","IMPERIAL",-101.6486,40.5183,999,"COOP"
"254335","KEARNEY 4 NE",-99.0131,40.7264,649,"COOP"
"254432","KILGORE 1 NE",-100.9450,42.9503,927,"COOP"
"254440","KIMBALL 2 N",-103.6631,41.2672,1451,"COOP"
"254455","KINGSLEY DAM",-101.6706,41.2097,1011,"COOP"
"254900","LODGEPOLE",-102.6361,41.1489,1168,"COOP"
"254903","LODGEPOLE 8",-102.6583,41.2661,1202,"COOP"
"254906","LODGEPOLE NO",-102.6400,41.1531,1181,"COOP"
"255040","LYNCH",-98.4583,42.8294,424,"COOP"
"255090","MADRID",-101.5428,40.8508,1006,"COOP"
"255250","MASON CITY",-99.3008,41.2231,689,"COOP"
"255310","MC COOK",-100.6253,40.2106,800,"COOP"
"255362","MEAD 6 S",-96.4808,41.1431,352,"COOP"
"255388","MEDICINE CRE",-100.2228,40.3761,728,"COOP"
"255565","MINDEN",-98.9511,40.5150,658,"COOP"
"255700","MULLEN",-101.0500,42.0500,992,"COOP"
"255810","NEBRASKA CIT",-95.8867,40.6986,322,"COOP"
"255925","NEWPORT",-99.3264,42.5997,680,"COOP"
"256075","NORTH PLATTE",-100.7494,41.0569,922,"COOP"
"256135","OAKDALE",-97.9675,42.0678,521,"COOP"
"256200","OGALLALA",-101.7206,41.1275,985,"COOP"
"256290","O NEILL",-98.6564,42.4594,607,"COOP"
"256375","OSCEOLA",-97.5514,41.1842,506,"COOP"
"256385","OSHKOSH",-102.3478,41.4161,1030,"COOP"
"256454","OXFORD 7 NW",-99.6531,40.3217,693,"COOP"
"256570","PAWNEE CITY",-96.1481,40.1100,369,"COOP"
"257040","RAVENNA",-98.9142,41.0333,625,"COOP"
"257055","RAYMOND 2NE",-96.7661,40.9744,402,"COOP"
"257070","RED CLOUD",-98.5197,40.0978,524,"COOP"
"257401","RULO 2 W",-95.4661,40.0531,283,"COOP"
"257667","SCOTTSBLUFF",-103.6397,41.8644,1185,"COOP"
"257715","SEWARD",-97.0833,40.9000,439,"COOP"
"258088","SPRINGFIELD",-96.0069,41.0625,338,"COOP"
"258090","SPRINGVIEW",-99.7467,42.8222,761,"COOP"
"258117","STANTON 7 NE",-97.1747,42.0414,482,"COOP"
"258133","STAPLETON 5",-100.5986,41.4581,911,"COOP"
"258320","SUPERIOR",-98.0656,40.0183,482,"COOP"
"258328","SURPRISE",-97.3089,41.1056,471,"COOP"
"258395","SYRACUSE",-96.1886,40.6825,335,"COOP"
"258410","TABLE ROCK 4",-96.0861,40.2353,338,"COOP"
"258455","TAYLOR",-99.3814,41.7708,692,"COOP"
"258465","TECUMSEH 1 S",-96.1939,40.3544,338,"COOP"
"258480","TEKAMAH",-96.2264,41.7861,338,"COOP"
"258628","TRENTON DAM",-101.0614,40.1736,856,"COOP"
"258806","VERDEL 6SSE",-98.2158,42.7189,411,"COOP"
"258878","VIRGINIA 4SS",-96.4814,40.1861,437,"COOP"
"258920","WALLACE 2 W",-101.2094,40.8433,975,"COOP"
"258935","WALTHILL 1 E",-96.4756,42.1506,390,"COOP"
"259045","WAYNE",-97.0100,42.2367,445,"COOP"
"259193","WESTON 3NW",-96.7775,41.2211,407,"COOP"
"259200","WEST POINT",-96.7142,41.8450,399,"COOP"
"259513","YORK 3N",-97.5997,40.9153,492,"COOP"
"260150","AMARGOSA FAR",-116.4619,36.5717,747,"COOP"
"260800","BEOWAWE U OF",-116.5875,39.9003,1750,"COOP"
"260955","BLUE EAGLE R",-115.5442,38.5208,1457,"COOP"
"261327","BUNKERVILLE",-114.1242,36.7733,472,"COOP"
"261358","CALIENTE",-114.5158,37.6169,1341,"COOP"
"261590","CATHEDRAL GO",-114.4069,37.8044,1472,"COOP"
"261660","CHARLESTON",-115.5289,41.6814,1813,"COOP"
"262243","DESERT NATL",-115.3597,36.4378,890,"COOP"
"262431","DYER",-118.0106,37.6150,1494,"COOP"
"262570","ELKO",-115.7425,40.8600,1596,"COOP"
"262708","EUREKA",-115.9619,39.5178,1993,"COOP"
"262948","GABBS",-117.9167,38.8667,1411,"COOP"
"263340","GREAT BASIN",-114.2267,39.0092,2082,"COOP"
"263671","HIKO",-115.2236,37.5581,1218,"COOP"
"264039","JARBIDGE 7 N",-115.4328,41.9797,1844,"COOP"
"264349","LAHONTAN DAM",-119.0644,39.4689,1265,"COOP"
"264391","LAMOILLE 2 N",-115.4861,40.7447,1753,"COOP"
"264439","LAS VEGAS NW",-115.1853,36.0472,661,"COOP"
"264480","LAUGHLIN",-114.5806,35.1692,184,"COOP"
"265087","MESQUITE 2NE",-114.0525,36.8239,552,"COOP"
"265191","MINDEN",-119.7758,38.9547,1435,"COOP"
"265194","MINDEN 6 NE",-119.7089,39.0200,1487,"COOP"
"265352","MONTELLO 2 S",-114.1739,41.2458,1490,"COOP"
"265371","MOORMAN RANC",-115.3192,39.3344,1993,"COOP"
"265400","MOUNT CHARLE",-115.6453,36.2597,2316,"COOP"
"265705","NORTH LAS VE",-115.1164,36.2347,579,"COOP"
"265846","OVERTON",-114.4581,36.5508,381,"COOP"
"265890","PAHRUMP",-116.0033,36.2786,815,"COOP"
"266252","PIOCHE",-114.4661,37.9444,1884,"COOP"
"266514","RACHEL",-115.7461,37.6467,1469,"COOP"
"266691","RED ROCK CAN",-115.4603,36.0686,1152,"COOP"
"266791","RENO NWSFO",-119.7956,39.5683,1516,"COOP"
"267123","RUBY LAKE",-115.4928,40.2028,1832,"COOP"
"267188","RYNDON",-115.6075,40.9528,1570,"COOP"
"267369","SEARCHLIGHT",-114.9217,35.4661,1079,"COOP"
"267612","SMITH 6 N",-119.3511,38.8822,1427,"COOP"
"267620","SMOKEY VALLE",-117.1742,38.7839,1715,"COOP"
"267690","SOUTH FORK S",-115.7447,40.6758,1606,"COOP"
"267820","STEAD",-119.8833,39.6222,1561,"COOP"
"267908","SUNNYSIDE",-115.0228,38.4236,1615,"COOP"
"267953","SUTCLIFFE",-119.5983,39.9503,1189,"COOP"
"268588","VALLEY OF FI",-114.5131,36.4297,610,"COOP"
"268761","VIRGINIA CIT",-119.6483,39.3128,1932,"COOP"
"268822","WABUSKA 6 SE",-119.1189,39.0747,1330,"COOP"
"269168","WINNEMUCCA #",-117.7467,40.9392,1311,"COOP"
"269229","YERINGTON",-119.1575,38.9992,1335,"COOP"
"270493","BATH 3",-71.9681,44.1511,198,"COOP"
"270690","BERLIN",-71.1833,44.4500,283,"COOP"
"270913","BRADFORD 2",-72.0028,43.2581,252,"COOP"
"271647","COLEBROOK",-71.4833,44.9000,317,"COOP"
"272302","EAST MILFORD",-71.6264,42.8269,70,"COOP"
"272800","EPPING",-71.0833,43.0333,49,"COOP"
"272999","FIRST CONN L",-71.2833,45.0833,506,"COOP"
"273024","FITZWILLIAM",-72.1833,42.7833,354,"COOP"
"273055","FRANCESTOWN",-71.8000,42.9833,229,"COOP"
"273658","GREENVILLE 1",-71.8000,42.7833,274,"COOP"
"274234","HUDSON",-71.4333,42.7833,64,"COOP"
"274329","JEFFERSON",-71.5000,44.4167,376,"COOP"
"274399","KEENE",-72.3167,42.9500,155,"COOP"
"274480","LAKEPORT 2",-71.4667,43.5500,152,"COOP"
"274556","LANCASTER",-71.5833,44.4833,262,"COOP"
"275211","MASSABESIC L",-71.4000,42.9833,76,"COOP"
"275350","MEREDITH 3 N",-71.4667,43.7000,253,"COOP"
"275532","MOULTONBORO",-71.4833,43.7333,183,"COOP"
"275629","MOUNT SUNAPE",-72.0833,43.3333,387,"COOP"
"275712","NASHUA 2 NNW",-71.4833,42.7833,40,"COOP"
"275868","NEWPORT",-72.1833,43.3833,241,"COOP"
"275995","NORTH CONWAY",-71.1272,44.0544,162,"COOP"
"276070","NORTH HAMPTO",-70.8228,42.9589,18,"COOP"
"276234","NORTH STRATF",-71.6286,44.7489,277,"COOP"
"276818","PINKHAM NOTC",-71.2500,44.2667,612,"COOP"
"277833","SALISBURY",-71.5006,43.3553,168,"COOP"
"278614","TAMWORTH 4",-71.2661,43.8639,158,"COOP"
"278858","WALPOLE 3",-72.4000,43.0667,280,"COOP"
"279091","WENTWORTH",-71.9156,43.9519,189,"COOP"
"279278","WEST HAMPSTE",-71.2011,42.9111,91,"COOP"
"279966","YORK POND",-71.3333,44.5000,466,"COOP"
"280907","BOONTON 1 SE",-74.4033,40.8922,85,"COOP"
"281335","CANOE BROOK",-74.3539,40.7436,55,"COOP"
"281582","CHARLOTTEBUR",-74.4233,41.0347,232,"COOP"
"282023","CRANFORD",-74.3000,40.6500,23,"COOP"
"282805","ESTELL MANOR",-74.8289,39.3831,26,"COOP"
"283029","FLEMINGTON 5",-74.8831,40.5631,79,"COOP"
"283181","FREEHOLD MAR",-74.2511,40.3142,59,"COOP"
"283662","HAMMONTON 1",-74.8072,39.6442,27,"COOP"
"283704","HARRISON",-74.1567,40.7514,7,"COOP"
"283951","HIGHTSTOWN 2",-74.5642,40.2650,30,"COOP"
"284987","LONG BRANCH",-74.0047,40.2797,9,"COOP"
"286055","NEW BRUNSWIC",-74.4364,40.4719,26,"COOP"
"286964","PHILADELPHIA",-74.8178,40.0136,15,"COOP"
"286979","PHILLIPSBURG",-75.2000,40.7000,61,"COOP"
"287301","POTTERSVILLE",-74.7322,40.7369,111,"COOP"
"287936","SEABROOK FAR",-75.2200,39.4872,27,"COOP"
"288173","SOMERDALE 4",-75.0442,39.8372,17,"COOP"
"288644","SUSSEX 2 NE",-74.5708,41.2258,137,"COOP"
"289363","WERTSVILLE 4",-74.8081,40.4528,73,"COOP"
"290041","ABIQUIU DAM",-106.4278,36.2403,1945,"COOP"
"290245","ALCALDE",-106.0567,36.0908,1731,"COOP"
"290377","AMISTAD 5 SS",-103.1819,35.8742,1355,"COOP"
"290600","ARTESIA 6S",-104.3836,32.7547,1026,"COOP"
"290992","BITTER LAKES",-104.4042,33.4594,1067,"COOP"
"291138","BOSQUE DEL A",-106.8908,33.8044,1375,"COOP"
"291286","CABALLO DAM",-107.3092,32.8967,1277,"COOP"
"291445","CAPROCK",-103.6783,33.3433,1326,"COOP"
"291469","CARLSBAD",-104.2225,32.3478,951,"COOP"
"291480","CARLSBAD CAV",-104.4433,32.1769,1342,"COOP"
"291963","CLOVIS 13 N",-103.2161,34.5989,1352,"COOP"
"291982","COCHITI DAM",-106.3322,35.6414,1695,"COOP"
"292030","CONCHAS DAM",-104.1906,35.4072,1294,"COOP"
"292095","CORONA 10 SW",-105.6975,34.1492,2036,"COOP"
"292100","CORRALES",-106.6003,35.2264,1529,"COOP"
"292365","DARK CANYON",-104.5164,32.2831,1196,"COOP"
"292700","EAGLE NEST",-105.2628,36.5575,2524,"COOP"
"292837","EL VADO DAM",-106.7300,36.5928,2054,"COOP"
"293142","FARMINGTON A",-108.3086,36.6897,1715,"COOP"
"293428","GALLUP SAND",-108.7492,35.5269,1983,"COOP"
"294030","HOBBS 13W",-103.3539,32.7125,1151,"COOP"
"294346","JAL",-103.1872,32.1103,931,"COOP"
"294398","JOHNSON RANC",-107.0856,35.9547,2117,"COOP"
"294426","JORNADA EXP",-106.7411,32.6169,1324,"COOP"
"294742","LAKE MALOYA",-104.3753,36.9825,2256,"COOP"
"294799","LAS CRUCES",-106.7667,32.3000,1188,"COOP"
"295150","LOS LUNAS 3",-106.7611,34.7675,1475,"COOP"
"295490","MAXWELL 3 NW",-104.5867,36.5697,1834,"COOP"
"295516","MC CARTY RAN",-103.3644,35.6022,1344,"COOP"
"295908","MORIARTY 1 N",-106.0450,35.0128,1896,"COOP"
"295968","MOUNTAINAIR",-106.3103,34.6242,2034,"COOP"
